Page ID,Page name,Disclaimer,Amount spent (USD)
106461668615930,Wonder River,These ads ran without a disclaimer,≤100
100710759119069,Blue Planet Ecosystem,Blue Planet Ecosystem,≤100
288369791569,SEIU 721,SEIU Local 721,≤100
419172532191894,Beyond Plastics,Beyond Plastics,≤100
532667236789883,Shoebear Planet,Dennis I Waters,≤100
97332209201,REDF,REDF,≤100
398128130745195,Atash,These ads ran without a disclaimer,≤100
207833736045744,MHAction.org,Patrick R. McHugh,≤100
108108121456950,Blue States PAC,BLUE STATES PAC,≤100
487569614682924,CAPP USA,Yellow Line Productions LLC,≤100
110760245177659,Save America,Save America,≤100
452797224923658,The Democratic Coalition,THE DEMOCRATIC COALITION,≤100
102147391895467,Every Day Koala Updates,These ads ran without a disclaimer,≤100
118635175464489,uPolitics,"Uinterview, Inc.",≤100
109374912424067,Drew McKissick,DrewMcKissick.com,≤100
105558738392572,The House Cook,These ads ran without a disclaimer,≤100
112203121682194,Deviate from Denial Book,Pubvendo LLC,≤100
96286403078,iHeartDogs.com,HomeLife Media,≤100
217187838327836,The Story Exchange,The Story Exchange Foundation,≤100
108020636846,Policy Matters Ohio,POLICY MATTERS OHIO,≤100
421661111195530,Spaz,Anthony Parziale,≤100
181438572390,Sarasota County Democratic Party,Sarasota County Democratic Party,≤100
236312179825896,Republican Main Street Partnership,REPUBLICAN MAIN STREET PARTNERSHIP INC,≤100
407848989230502,The Rational Middle,"Rational Middle Media Group, LLC",≤100
186977768011413,Ironworkers Rising,"International Association of Bridge, Structural, Ornamental, and Reinforcing Iron Workers",≤100
609789112559190,Destroying Liberalism 101,Simon Davis,≤100
311416732397078,"Правозахисний ЛГБТ Центр ""Наш світ"" / LGBT Human Rights NASH SVIT Center",These ads ran without a disclaimer,≤100
122171757830704,Travel Research Online,Travel Research Online,≤100
232467307162583,Farm Action,Family Farm Action Inc,≤100
372799605421,DeSmog,DeSmog,≤100
15139936162,Steven Crowder,These ads ran without a disclaimer,≤100
1571453109770170,Reclaim The American Dream,Reclaim The American Dream,≤100
1720878078241107,Conservative Move,Conservative Move,≤100
488740674837681,198 Methods,198 methods,≤100
105601571489370,Councilmember Larry Agran,"City of Irvine, Office of Councilmember Larry Agran",≤100
110133700706695,2 Queers In A Truck,2 Queers In A Truck,≤100
311536622860495,SoCal Daily Pulse,SoCal Daily Pulse,≤100
60865633726,Love Justice International,These ads ran without a disclaimer,≤100
111333413863498,Freedom First Society,FREEDOM FIRST SOCIETY,≤100
121796696176,Pure Earth,"BLACKSMITH INSTITUTE, INC.",≤100
99050726344,Phillips Theological Seminary,PHILLIPS THEOLOGICAL SEMINARY,≤100
943569969049086,Javier Maza/ Consultor Politico,Luis Javier Maza Perez,≤100
262610761306,Counterpoint Press,Counterpoint Press,≤100
113469840314962,SojoAction,SOJOURNERS,≤100
102712325850529,Libratum Press,Libratum Press LLC,≤100
110061211826988,Kids of Ukraine,These ads ran without a disclaimer,≤100
328065780936817,Forest Fire Facts,Strategy Solutions,≤100
568103006940639,Law Office of Gary J. Kim,Law Offices of Gary J. Kim,≤100
132705266805566,PINKO,These ads ran without a disclaimer,≤100
105105988010422,Globoplay,These ads ran without a disclaimer,≤100
101724402501687,Megumi愛.,These ads ran without a disclaimer,≤100
107700167293842,Snorkeling4Trash,These ads ran without a disclaimer,≤100
102246965962562,Warrior 40K,These ads ran without a disclaimer,≤100
